Area,Perimeter,Major axis length,Minor axis length,Aspect ratio,Eccentricity,Convex area,Equivalent diameter,Class
32338,654,221,186,1.19,0.54,32672,203,6
32355,657,221,186,1.19,0.54,32720,203,6
32368,675,222,186,1.19,0.54,32806,203,6
32376,643,219,188,1.16,0.51,32608,203,6
32433,654,220,188,1.17,0.52,32775,203,6
32465,654,225,184,1.23,0.58,32767,203,6
32514,649,221,187,1.18,0.53,32843,203,6
32518,652,221,187,1.18,0.53,32811,203,6
32518,655,221,188,1.18,0.53,32842,203,6
32525,664,225,184,1.22,0.57,33000,203,6
32578,658,227,183,1.24,0.59,32901,204,6
32581,650,224,185,1.21,0.57,32851,204,6
32615,665,218,191,1.14,0.48,33016,204,6
32622,657,235,177,1.33,0.66,32902,204,6
32698,653,225,185,1.22,0.57,32994,204,6
32705,654,224,186,1.2,0.56,33021,204,6
32713,660,215,193,1.11,0.44,33020,204,6
32729,657,214,195,1.1,0.42,33066,204,6
32774,661,223,187,1.19,0.54,33120,204,6
32775,650,220,190,1.16,0.51,33062,204,6
32795,651,225,186,1.21,0.57,33091,204,6
32796,655,223,187,1.19,0.54,33111,204,6
32799,654,220,190,1.16,0.5,33087,204,6
32829,658,222,189,1.17,0.52,33154,204,6
32836,669,218,192,1.14,0.48,33225,204,6
32849,664,231,182,1.27,0.62,33245,205,6
32870,656,220,190,1.16,0.51,33198,205,6
32885,660,227,185,1.23,0.58,33225,205,6
32920,672,219,191,1.14,0.49,33376,205,6
32925,657,225,186,1.21,0.56,33252,205,6
32934,668,221,190,1.17,0.52,33401,205,6
32947,668,210,200,1.05,0.3,33336,205,6
32951,688,227,186,1.22,0.57,33524,205,6
32988,677,225,187,1.2,0.55,33461,205,6
33006,670,224,188,1.19,0.54,33458,205,6
33010,666,225,187,1.2,0.56,33374,205,6
33013,653,224,188,1.19,0.54,33289,205,6
33019,656,224,188,1.2,0.55,33340,205,6
33051,663,219,192,1.14,0.48,33423,205,6
33058,656,224,188,1.19,0.55,33320,205,6
33062,668,222,190,1.17,0.52,33439,205,6
33078,659,236,179,1.32,0.65,33333,205,6
33078,652,221,190,1.16,0.51,33327,205,6
33089,664,217,194,1.12,0.45,33466,205,6
33090,654,228,185,1.24,0.59,33352,205,6
33143,648,223,190,1.17,0.52,33377,205,6
33159,654,222,190,1.17,0.52,33415,205,6
33168,681,234,181,1.3,0.64,33542,206,6
33171,654,222,190,1.17,0.52,33429,206,6
33194,665,232,182,1.28,0.62,33520,206,6
33236,661,211,201,1.05,0.3,33611,206,6
33248,660,231,183,1.26,0.61,33511,206,6
33251,659,217,195,1.12,0.44,33565,206,6
33276,704,235,181,1.3,0.64,33857,206,6
33316,671,229,185,1.24,0.59,33699,206,6
33319,669,225,189,1.19,0.54,33732,206,6
33325,674,224,190,1.18,0.53,33701,206,6
33330,654,224,189,1.18,0.54,33580,206,6
33333,679,221,193,1.14,0.49,33834,206,6
33338,659,232,183,1.27,0.62,33639,206,6
33344,662,225,189,1.19,0.55,33692,206,6
33382,659,223,191,1.17,0.52,33730,206,6
33399,665,222,192,1.15,0.5,33752,206,6
33421,655,220,194,1.13,0.47,33691,206,6
33423,659,224,190,1.18,0.53,33707,206,6
33427,666,228,187,1.22,0.58,33789,206,6
33429,659,229,186,1.24,0.59,33713,206,6
33431,667,220,194,1.14,0.47,33788,206,6
33433,657,225,190,1.19,0.54,33708,206,6
33446,656,224,190,1.18,0.53,33713,206,6
33447,664,226,189,1.2,0.55,33791,206,6
33459,655,219,195,1.13,0.46,33765,206,6
33468,660,224,190,1.18,0.53,33748,206,6
33498,658,228,187,1.22,0.57,33745,207,6
33534,657,219,195,1.12,0.45,33793,207,6
33538,658,228,188,1.21,0.56,33800,207,6
33539,662,224,191,1.17,0.52,33915,207,6
33547,654,214,200,1.07,0.35,33832,207,6
33560,669,228,188,1.21,0.57,33897,207,6
33576,666,225,190,1.18,0.53,33927,207,6
33583,658,222,193,1.15,0.49,33868,207,6
33584,659,224,191,1.17,0.52,33884,207,6
33607,690,215,200,1.08,0.37,34162,207,6
33620,670,223,192,1.16,0.51,34012,207,6
33623,659,217,197,1.1,0.42,33918,207,6
33631,669,225,191,1.18,0.53,34009,207,6
33639,663,225,191,1.18,0.53,33919,207,6
33717,664,232,186,1.25,0.6,33985,207,6
33731,672,231,186,1.24,0.59,34073,207,6
33736,656,221,194,1.14,0.48,33988,207,6
33794,666,219,197,1.11,0.44,34127,207,6
33809,669,230,187,1.23,0.58,34143,207,6
33824,656,221,195,1.13,0.47,34079,208,6
33838,661,223,193,1.15,0.5,34146,208,6
33845,671,226,191,1.19,0.54,34159,208,6
33849,670,222,195,1.14,0.48,34239,208,6
33858,664,234,184,1.27,0.62,34142,208,6
33860,683,226,192,1.18,0.53,34319,208,6
33864,663,221,195,1.13,0.47,34167,208,6
33866,668,231,187,1.24,0.59,34171,208,6
33876,667,228,189,1.21,0.56,34211,208,6
33930,666,224,193,1.16,0.51,34251,208,6
33946,667,232,187,1.24,0.59,34246,208,6
33946,669,235,184,1.27,0.62,34280,208,6
33961,690,238,182,1.31,0.65,34379,208,6
33961,667,233,186,1.26,0.6,34279,208,6
33969,666,222,195,1.14,0.48,34260,208,6
33972,673,233,186,1.25,0.6,34349,208,6
33993,669,220,197,1.11,0.44,34299,208,6
33996,664,223,194,1.15,0.49,34285,208,6
34004,660,229,189,1.21,0.56,34277,208,6
34027,670,232,187,1.24,0.59,34334,208,6
34036,666,227,191,1.19,0.54,34369,208,6
34051,677,228,191,1.19,0.55,34502,208,6
34053,672,232,187,1.24,0.6,34362,208,6
34060,662,220,197,1.12,0.45,34367,208,6
34082,668,231,188,1.22,0.58,34364,208,6
34097,681,228,191,1.19,0.55,34502,208,6
34104,667,229,190,1.21,0.56,34421,208,6
34113,674,221,197,1.13,0.46,34492,208,6
34130,667,236,185,1.27,0.62,34392,208,6
34131,668,224,194,1.16,0.5,34473,208,6
34151,674,232,188,1.23,0.58,34580,209,6
34151,662,227,192,1.18,0.53,34389,209,6
34179,677,225,194,1.16,0.51,34576,209,6
34191,661,224,194,1.15,0.5,34445,209,6
34207,669,228,191,1.19,0.54,34515,209,6
34207,661,227,192,1.18,0.53,34421,209,6
34220,678,233,187,1.25,0.6,34577,209,6
34222,672,223,195,1.14,0.49,34576,209,6
34239,666,233,188,1.24,0.59,34510,209,6
34246,684,230,190,1.21,0.56,34732,209,6
34253,673,228,191,1.19,0.54,34556,209,6
34254,669,224,195,1.15,0.49,34575,209,6
34259,676,228,192,1.19,0.54,34623,209,6
34276,690,230,190,1.21,0.56,34738,209,6
34291,672,231,190,1.22,0.57,34619,209,6
34313,672,221,198,1.12,0.44,34600,209,6
34321,670,228,192,1.19,0.54,34652,209,6
34327,677,231,189,1.22,0.57,34714,209,6
34333,666,229,191,1.2,0.55,34592,209,6
34337,668,230,191,1.21,0.56,34583,209,6
34349,675,238,184,1.3,0.64,34645,209,6
34390,680,245,179,1.37,0.68,34759,209,6
34394,670,231,190,1.22,0.57,34730,209,6
34395,665,232,189,1.22,0.58,34638,209,6
34397,679,230,191,1.2,0.56,34776,209,6
34410,684,232,189,1.23,0.58,34802,209,6
34412,667,234,187,1.25,0.6,34677,209,6
34419,688,224,196,1.15,0.49,34885,209,6
34421,678,232,189,1.23,0.58,34762,209,6
34425,681,233,189,1.23,0.59,34791,209,6
34428,688,230,191,1.2,0.55,34908,209,6
34441,676,229,192,1.19,0.54,34826,209,6
34443,685,235,188,1.25,0.6,34874,209,6
34447,683,225,195,1.15,0.5,34853,209,6
34461,676,247,178,1.38,0.69,34691,209,6
34469,667,230,191,1.21,0.56,34747,209,6
34474,672,226,195,1.16,0.51,34774,210,6
34475,678,241,182,1.32,0.65,34878,210,6
34483,688,234,189,1.24,0.59,35051,210,6
34491,675,233,189,1.24,0.59,34829,210,6
34503,678,237,186,1.27,0.62,34885,210,6
34509,668,230,191,1.21,0.56,34776,210,6
34521,668,225,196,1.15,0.49,34830,210,6
34523,674,232,190,1.22,0.58,34878,210,6
34532,690,217,203,1.07,0.36,35057,210,6
34543,671,235,187,1.25,0.6,34826,210,6
34543,669,227,194,1.17,0.52,34827,210,6
34594,670,233,189,1.24,0.59,34848,210,6
34600,673,231,190,1.22,0.57,34919,210,6
34601,686,227,195,1.16,0.51,35048,210,6
34622,683,236,187,1.26,0.61,35010,210,6
34623,675,228,194,1.18,0.53,34965,210,6
34626,668,232,190,1.22,0.57,34913,210,6
34629,671,233,190,1.23,0.58,34915,210,6
34631,670,229,192,1.19,0.54,34953,210,6
34635,668,227,194,1.17,0.52,34929,210,6
34638,677,235,188,1.25,0.6,34989,210,6
34666,681,226,196,1.15,0.5,35034,210,6
34671,675,236,188,1.26,0.6,35015,210,6
34676,668,226,195,1.16,0.51,34982,210,6
34680,670,231,191,1.21,0.56,34941,210,6
34700,690,234,190,1.23,0.58,35154,210,6
34703,676,231,192,1.2,0.56,35025,210,6
34722,670,227,195,1.17,0.52,34999,210,6
34729,671,229,194,1.18,0.53,35043,210,6
34733,671,228,194,1.18,0.53,35019,210,6
34747,672,235,189,1.24,0.59,35043,210,6
34748,669,221,200,1.1,0.42,35046,210,6
34750,676,223,199,1.12,0.46,35091,210,6
34757,687,231,192,1.21,0.56,35150,210,6
34761,688,230,193,1.19,0.54,35171,210,6
34766,669,232,191,1.22,0.57,35054,210,6
34771,683,231,192,1.2,0.55,35163,210,6
34772,672,228,194,1.17,0.52,35103,210,6
34774,678,229,194,1.18,0.53,35139,210,6
34787,677,231,193,1.2,0.55,35126,210,6
34792,692,228,194,1.17,0.52,35231,210,6
34794,694,237,187,1.27,0.62,35187,210,6
34794,671,237,187,1.26,0.61,35052,210,6
34800,672,227,196,1.16,0.51,35120,210,6
34841,676,232,192,1.21,0.56,35137,211,6
34841,670,224,199,1.13,0.46,35122,211,6
34847,687,236,188,1.26,0.61,35229,211,6
34850,674,230,193,1.2,0.55,35119,211,6
34865,680,225,198,1.14,0.48,35256,211,6
34878,672,225,197,1.14,0.48,35188,211,6
34878,679,229,194,1.18,0.53,35217,211,6
34879,690,236,188,1.25,0.6,35298,211,6
34879,675,224,199,1.13,0.46,35258,211,6
34882,680,235,190,1.24,0.59,35219,211,6
34883,673,232,191,1.21,0.57,35182,211,6
34895,678,225,197,1.14,0.48,35227,211,6
34911,677,235,189,1.24,0.59,35252,211,6
34911,670,232,191,1.21,0.57,35204,211,6
34912,676,230,193,1.19,0.54,35245,211,6
34924,817,258,182,1.42,0.71,37992,211,6
34934,688,230,194,1.19,0.54,35445,211,6
34936,683,232,192,1.21,0.56,35353,211,6
34945,675,235,190,1.24,0.59,35231,211,6
34958,672,231,193,1.2,0.55,35254,211,6
34960,681,238,188,1.26,0.61,35342,211,6
34968,673,238,187,1.27,0.62,35218,211,6
34968,750,243,184,1.32,0.65,35858,211,6
34971,673,235,190,1.24,0.59,35269,211,6
34980,675,233,191,1.22,0.57,35276,211,6
34995,680,237,188,1.26,0.61,35298,211,6
35022,671,232,193,1.2,0.56,35293,211,6
35031,676,232,193,1.21,0.56,35369,211,6
35042,677,226,198,1.14,0.48,35380,211,6
35049,679,229,195,1.17,0.52,35349,211,6
35059,672,230,194,1.18,0.54,35314,211,6
35062,702,223,200,1.11,0.44,35579,211,6
35066,675,229,195,1.17,0.52,35356,211,6
35069,692,234,191,1.22,0.58,35563,211,6
35081,678,235,191,1.23,0.58,35395,211,6
35083,688,230,195,1.18,0.53,35513,211,6
35083,686,228,196,1.16,0.51,35477,211,6
35085,694,246,182,1.35,0.67,35658,211,6
35087,678,237,188,1.26,0.61,35477,211,6
35091,688,226,198,1.14,0.48,35466,211,6
35091,686,233,193,1.21,0.56,35452,211,6
35105,688,232,192,1.21,0.56,35508,211,6
35106,689,231,194,1.19,0.55,35503,211,6
35106,680,234,191,1.23,0.58,35445,211,6
35122,680,232,193,1.2,0.55,35481,211,6
35123,685,233,192,1.21,0.57,35457,211,6
35128,670,228,196,1.17,0.51,35376,211,6
35130,678,239,187,1.28,0.62,35473,211,6
35131,684,235,191,1.23,0.58,35466,211,6
35134,669,226,198,1.14,0.48,35360,212,6
35145,681,244,184,1.33,0.66,35444,212,6
35149,682,239,187,1.27,0.62,35509,212,6
35162,673,230,195,1.18,0.53,35450,212,6
35165,676,233,192,1.21,0.56,35463,212,6
35175,707,227,198,1.15,0.49,35707,212,6
35176,680,236,190,1.24,0.59,35499,212,6
35208,679,232,193,1.2,0.55,35535,212,6
35221,675,237,189,1.25,0.6,35484,212,6
35223,674,231,194,1.19,0.54,35537,212,6
35237,676,234,192,1.22,0.57,35502,212,6
35246,683,240,187,1.28,0.63,35599,212,6
35247,683,235,191,1.23,0.58,35605,212,6
35254,687,225,200,1.13,0.46,35676,212,6
35259,678,235,191,1.23,0.58,35577,212,6
35272,683,232,194,1.2,0.55,35619,212,6
35272,683,230,195,1.18,0.53,35637,212,6
35277,677,239,189,1.26,0.61,35527,212,6
35283,681,224,201,1.12,0.44,35589,212,6
35287,678,224,201,1.11,0.44,35627,212,6
35288,677,233,193,1.2,0.56,35608,212,6
35300,686,238,189,1.26,0.61,35640,212,6
35302,679,236,191,1.24,0.59,35644,212,6
35304,686,235,192,1.22,0.57,35737,212,6
35313,691,233,193,1.21,0.56,35743,212,6
35316,683,238,189,1.26,0.61,35637,212,6
35321,683,233,193,1.2,0.56,35670,212,6
35330,683,235,192,1.22,0.57,35655,212,6
35337,677,229,197,1.16,0.51,35671,212,6
35338,681,227,198,1.15,0.49,35669,212,6
35339,678,229,197,1.16,0.51,35667,212,6
35344,695,234,192,1.22,0.57,35807,212,6
35352,684,232,195,1.19,0.54,35760,212,6
35354,688,235,192,1.23,0.58,35726,212,6
35354,681,237,190,1.25,0.6,35666,212,6
35364,683,222,203,1.1,0.41,35761,212,6
35376,681,237,191,1.24,0.59,35693,212,6
35377,688,238,189,1.26,0.6,35712,212,6
35384,680,236,191,1.23,0.58,35698,212,6
35402,682,231,195,1.18,0.53,35696,212,6
35403,678,234,193,1.21,0.57,35713,212,6
35408,684,242,187,1.3,0.64,35765,212,6
35410,705,229,197,1.16,0.5,35997,212,6
35412,675,228,198,1.15,0.5,35693,212,6
35414,681,237,190,1.25,0.6,35729,212,6
35432,681,234,193,1.21,0.56,35757,212,6
35437,686,228,198,1.15,0.49,35804,212,6
35438,678,233,194,1.2,0.56,35726,212,6
35438,677,234,193,1.22,0.57,35725,212,6
35442,699,237,191,1.24,0.59,36046,212,6
35442,681,229,198,1.16,0.5,35791,212,6
35450,681,236,192,1.23,0.58,35744,212,6
35454,677,236,192,1.23,0.58,35744,212,6
35467,684,227,199,1.14,0.48,35845,213,6
35473,687,241,188,1.28,0.63,35874,213,6
35481,679,238,190,1.25,0.6,35754,213,6
35499,688,229,198,1.15,0.5,35887,213,6
35507,682,239,189,1.27,0.61,35835,213,6
35510,677,227,199,1.14,0.48,35799,213,6
35511,702,224,204,1.1,0.41,36641,213,6
35517,679,233,194,1.2,0.55,35881,213,6
35532,676,231,196,1.18,0.53,35820,213,6
35534,684,231,196,1.18,0.53,35921,213,6
35539,691,247,184,1.34,0.67,35853,213,6
35544,683,232,195,1.19,0.54,35949,213,6
35555,697,238,190,1.25,0.6,36021,213,6
35565,683,227,199,1.14,0.48,35922,213,6
35589,688,235,193,1.22,0.57,35977,213,6
35598,694,245,185,1.32,0.66,36045,213,6
35602,688,241,189,1.28,0.62,35941,213,6
35605,695,246,185,1.33,0.66,35968,213,6
35608,689,240,189,1.27,0.62,35997,213,6
35609,687,230,197,1.17,0.52,36002,213,6
35610,678,234,194,1.21,0.56,35888,213,6
35615,693,233,195,1.19,0.55,36004,213,6
35634,686,235,193,1.22,0.57,36006,213,6
35647,684,234,194,1.2,0.55,35993,213,6
35647,680,236,192,1.23,0.58,35927,213,6
35652,680,227,200,1.14,0.48,36002,213,6
35672,691,241,188,1.28,0.63,36078,213,6
35677,690,236,193,1.22,0.58,36120,213,6
35680,686,231,197,1.17,0.52,35991,213,6
35683,700,237,192,1.23,0.59,36188,213,6
35684,678,238,191,1.24,0.59,35953,213,6
35690,699,236,193,1.22,0.58,36122,213,6
35690,691,238,191,1.25,0.6,36059,213,6
35693,680,230,198,1.16,0.51,35997,213,6
35699,694,237,192,1.23,0.58,36104,213,6
35702,689,234,195,1.2,0.55,36067,213,6
35703,685,236,193,1.22,0.57,36029,213,6
35703,678,230,198,1.16,0.51,35987,213,6
35704,684,241,189,1.28,0.62,35994,213,6
35720,685,237,192,1.23,0.58,36074,213,6
35720,686,241,189,1.27,0.62,36024,213,6
35725,685,235,194,1.21,0.57,36053,213,6
35730,698,242,188,1.29,0.63,36142,213,6
35734,700,249,183,1.36,0.68,36085,213,6
35735,684,235,193,1.22,0.57,36043,213,6
35736,684,236,193,1.22,0.57,36088,213,6
35738,684,238,192,1.24,0.59,36051,213,6
35758,682,239,190,1.26,0.61,36049,213,6
35762,691,237,193,1.23,0.58,36157,213,6
35764,674,222,205,1.08,0.38,36032,213,6
35772,693,246,186,1.32,0.65,36140,213,6
35777,686,221,206,1.07,0.36,36174,213,6
35781,688,240,190,1.27,0.61,36108,213,6
35789,685,234,195,1.2,0.55,36146,213,6
35795,695,250,183,1.37,0.68,36189,213,6
35795,685,228,201,1.13,0.47,36124,213,6
35804,684,237,193,1.23,0.58,36096,214,6
35809,682,233,196,1.19,0.54,36094,214,6
35822,692,235,194,1.21,0.56,36203,214,6
35835,688,238,192,1.24,0.59,36190,214,6
35838,690,236,194,1.21,0.57,36193,214,6
35838,684,242,189,1.28,0.62,36131,214,6
35842,680,232,197,1.18,0.53,36127,214,6
35845,684,229,199,1.15,0.49,36169,214,6
35853,679,231,198,1.17,0.52,36172,214,6
35864,681,231,198,1.17,0.52,36158,214,6
35872,684,233,197,1.18,0.53,36214,214,6
35901,686,237,193,1.23,0.58,36225,214,6
35901,685,238,192,1.24,0.59,36216,214,6
35915,685,239,192,1.24,0.59,36222,214,6
35923,685,230,199,1.16,0.5,36239,214,6
35932,689,242,189,1.28,0.63,36273,214,6
35954,710,252,182,1.38,0.69,36380,214,6
35955,683,243,189,1.28,0.63,36232,214,6
35955,694,254,181,1.4,0.7,36295,214,6
35967,684,231,198,1.17,0.52,36223,214,6
35969,705,222,207,1.07,0.37,36555,214,6
35972,686,233,196,1.19,0.54,36336,214,6
35975,685,235,195,1.21,0.56,36307,214,6
35977,702,247,186,1.33,0.66,36371,214,6
35978,688,244,188,1.29,0.63,36297,214,6
35996,687,235,195,1.21,0.56,36312,214,6
36000,691,222,207,1.07,0.36,36450,214,6
36006,693,229,200,1.15,0.49,36489,214,6
36013,692,251,183,1.38,0.69,36327,214,6
36022,683,240,191,1.26,0.61,36323,214,6
36029,689,239,193,1.24,0.59,36371,214,6
36032,742,239,192,1.24,0.59,36713,214,6
36036,681,236,195,1.21,0.57,36286,214,6
36044,691,234,197,1.19,0.54,36384,214,6
36059,692,237,194,1.22,0.58,36417,214,6
36075,703,238,193,1.23,0.59,36522,214,6
36076,694,244,189,1.29,0.63,36427,214,6
36082,684,234,196,1.19,0.54,36409,214,6
36085,690,237,194,1.22,0.58,36414,214,6
36092,691,236,195,1.21,0.57,36433,214,6
36100,682,237,194,1.22,0.57,36350,214,6
36104,698,248,186,1.34,0.66,36456,214,6
36105,713,248,186,1.33,0.66,36668,214,6
36109,691,237,194,1.22,0.57,36461,214,6
36109,708,235,196,1.2,0.55,36550,214,6
36112,723,225,205,1.1,0.42,36709,214,6
36115,688,228,202,1.13,0.47,36464,214,6
36120,683,230,200,1.15,0.49,36437,214,6
36120,683,226,204,1.11,0.43,36472,214,6
36128,690,242,190,1.27,0.62,36465,214,6
36136,711,235,196,1.2,0.55,36663,214,6
36137,703,240,192,1.26,0.6,36540,215,6
36140,693,237,195,1.21,0.57,36473,215,6
36144,691,223,207,1.08,0.37,36563,215,6
36147,710,242,191,1.27,0.61,36675,215,6
36152,694,249,185,1.35,0.67,36582,215,6
36154,680,235,196,1.2,0.55,36386,215,6
36154,691,232,199,1.17,0.52,36497,215,6
36156,687,239,193,1.24,0.59,36461,215,6
36156,684,239,193,1.24,0.59,36404,215,6
36166,684,239,193,1.23,0.59,36460,215,6
36166,693,227,203,1.12,0.44,36553,215,6
36169,686,238,193,1.23,0.59,36452,215,6
36186,686,237,195,1.22,0.57,36484,215,6
36210,690,236,195,1.21,0.56,36567,215,6
36236,715,235,197,1.19,0.55,36704,215,6
36244,701,238,195,1.22,0.57,36667,215,6
36246,684,239,194,1.23,0.58,36557,215,6
36253,699,231,201,1.15,0.49,36730,215,6
36253,682,237,195,1.22,0.57,36493,215,6
36257,690,222,208,1.06,0.34,36639,215,6
36261,701,232,199,1.17,0.52,36685,215,6
36265,684,241,192,1.26,0.6,36514,215,6
36272,725,243,191,1.27,0.62,36736,215,6
36278,690,247,188,1.31,0.65,36580,215,6
36299,694,244,190,1.28,0.63,36649,215,6
36301,714,232,200,1.16,0.5,36793,215,6
36311,689,240,193,1.25,0.6,36606,215,6
36325,691,246,188,1.31,0.64,36623,215,6
36331,693,235,197,1.19,0.55,36684,215,6
36336,686,238,194,1.22,0.58,36612,215,6
36340,684,236,197,1.2,0.55,36609,215,6
36343,698,243,191,1.27,0.62,36737,215,6
36345,682,231,201,1.15,0.49,36613,215,6
36349,687,227,205,1.11,0.43,36645,215,6
36361,685,235,197,1.19,0.54,36669,215,6
36365,690,239,194,1.23,0.59,36680,215,6
36369,690,237,196,1.21,0.56,36716,215,6
36373,690,244,190,1.29,0.63,36684,215,6
36384,690,239,194,1.24,0.59,36749,215,6
36393,682,234,198,1.18,0.53,36655,215,6
36396,690,232,200,1.16,0.5,36785,215,6
36405,692,237,196,1.21,0.56,36738,215,6
36411,697,237,196,1.21,0.57,36825,215,6
36421,687,239,194,1.23,0.58,36706,215,6
36421,692,239,194,1.23,0.58,36776,215,6
36426,696,242,192,1.26,0.61,36779,215,6
36439,689,237,196,1.21,0.57,36736,215,6
36443,704,230,202,1.13,0.47,36837,215,6
36453,688,240,194,1.24,0.59,36717,215,6
36461,694,243,192,1.26,0.61,36805,215,6
36461,695,240,194,1.24,0.59,36845,215,6
36463,695,240,194,1.24,0.59,36818,215,6
36469,692,241,193,1.25,0.6,36766,215,6
36473,691,233,200,1.16,0.51,36858,215,6
36474,690,234,199,1.18,0.53,36817,215,6
36481,689,231,202,1.14,0.48,36781,216,6
36496,699,218,213,1.02,0.22,36927,216,6
36518,691,233,200,1.17,0.51,36855,216,6
36520,692,233,200,1.17,0.52,36852,216,6
36527,692,238,195,1.22,0.57,36865,216,6
36532,697,244,191,1.27,0.62,36893,216,6
36536,687,232,201,1.15,0.49,36879,216,6
36540,710,239,195,1.23,0.58,37058,216,6
36549,694,240,194,1.23,0.59,36884,216,6
36553,692,231,201,1.15,0.49,36884,216,6
36554,698,247,188,1.31,0.65,36868,216,6
36565,692,242,192,1.26,0.61,36892,216,6
36566,695,245,190,1.29,0.63,36883,216,6
36568,692,241,193,1.25,0.6,36883,216,6
36576,688,230,203,1.14,0.48,36883,216,6
36587,706,248,188,1.32,0.66,36985,216,6
36589,698,241,193,1.25,0.6,37011,216,6
36592,698,240,194,1.23,0.59,36953,216,6
36594,688,236,198,1.19,0.54,36890,216,6
36598,692,242,193,1.26,0.61,36971,216,6
36600,694,241,194,1.24,0.59,36908,216,6
36601,693,247,189,1.31,0.65,36924,216,6
36606,700,247,189,1.31,0.64,36991,216,6
36609,688,224,208,1.08,0.38,36943,216,6
36613,698,233,200,1.16,0.51,36993,216,6
36620,688,236,198,1.19,0.55,36899,216,6
36629,687,231,202,1.15,0.49,36913,216,6
36648,728,245,191,1.28,0.62,37297,216,6
36655,698,241,194,1.24,0.59,37023,216,6
36661,690,229,204,1.13,0.46,36979,216,6
36663,698,235,199,1.18,0.53,37092,216,6
36677,690,239,195,1.23,0.58,36981,216,6
36677,687,236,198,1.19,0.54,36958,216,6
36701,720,234,201,1.17,0.52,37415,216,6
36705,698,247,189,1.3,0.64,37077,216,6
36707,698,244,192,1.28,0.62,37074,216,6
36711,702,245,191,1.28,0.62,37042,216,6
36730,692,236,198,1.19,0.54,37038,216,6
36733,697,235,199,1.18,0.53,37081,216,6
36736,696,248,189,1.32,0.65,37023,216,6
36738,690,238,197,1.21,0.56,37032,216,6
36740,709,240,196,1.22,0.58,37128,216,6
36741,693,239,196,1.21,0.57,37052,216,6
36746,702,244,192,1.27,0.62,37125,216,6
36768,699,244,192,1.27,0.62,37178,216,6
36775,691,245,191,1.28,0.62,37039,216,6
36778,687,231,203,1.14,0.48,37050,216,6
36789,687,237,197,1.2,0.56,37058,216,6
36791,700,245,192,1.28,0.62,37159,216,6
36805,700,237,198,1.19,0.54,37153,216,6
36806,693,243,193,1.26,0.61,37082,216,6
36813,692,243,193,1.26,0.61,37100,216,6
36824,690,236,199,1.19,0.54,37125,217,6
36831,692,240,195,1.23,0.58,37129,217,6
36839,694,240,196,1.22,0.58,37173,217,6
36841,690,238,197,1.21,0.56,37129,217,6
36847,691,236,199,1.18,0.53,37168,217,6
36851,699,241,196,1.23,0.58,37198,217,6
